libelle,longueur,position,fin,type,nom,champ,table,an,Typer,cla,z,rg,curseur
N° séquentiel LAMDA,9,10,18,c,NOLAMDA,rsf,rafael_ano-maj,16,,,,,
N° FINESS,9,1,9,c,NOFINESS,rsf,rafael_ano-maj,16,,,,,
Code retour contrôle « n° sécurité sociale »,1,10,10,c,CRNOSEC,rsf,rafael_ano-maj,16,,,,,
Code retour contrôle « date de naissance »,1,11,11,c,CRDNAIS,rsf,rafael_ano-maj,16,,,,,
Code retour contrôle « sexe »,1,12,12,c,CRSEXE,rsf,rafael_ano-maj,16,,,,,
Code retour contrôle « n° d’identification administratif de séjour,1,13,13,c,CRNAS,rsf,rafael_ano-maj,16,,,,,
Code retour contrôle « date de référence» (date d’entrée),1,14,14,c,CRDENTR,rsf,rafael_ano-maj,16,,,,,
N° Anonyme du patient,17,15,31,c,NOANON,rsf,rafael_ano-maj,16,,,,,
N° de séjour,5,32,36,i,NOSEJ,rsf,rafael_ano-maj,16,,,,,
N° séquentiel,8,37,44,c,NUMSEQ,rsf,rafael_ano-maj,16,,,,,
Date d'entree,8,45,52,c,DTENT,rsf,rafael_ano-maj,16,,,,,
Date de sortie,8,53,60,c,DTSORT,rsf,rafael_ano-maj,16,,,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,A,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,A,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,A,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,A,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,A,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,A,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,A,c,,,
Année de sortie,4,34,37,,AASORT,rsf,rafael,17,A,c,,,
Mois de sortie,2,38,39,,MMSORT,rsf,rafael,17,A,c,,,
Age (en années),3,40,42,,AGE,rsf,rafael,17,A,i,,,
Sexe,1,43,43,,SEXE,rsf,rafael,17,A,c,,,
Code géographique de résidence,5,44,48,,CDRESID,rsf,rafael,17,A,c,,,
Code civilité,1,49,49,,CIVIL,rsf,rafael,17,A,c,,,
Rang du bénéficiaire,3,50,52,,RGBEN,rsf,rafael,17,A,c,,,
Indicateur du parcours de soins,1,53,53,,INDPS,rsf,rafael,17,A,c,,,
Nature opération,1,54,54,,NATOP,rsf,rafael,17,A,c,,,
Nature assurance,2,55,56,,NATASS,rsf,rafael,17,A,c,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,57,58,,TYPECONT,rsf,rafael,17,A,c,,,
Justification d'exonération du TM,1,59,59,,EXOTM,rsf,rafael,17,A,c,,,
Séjour facturable à l’assurance maladie,1,60,60,,SFACAM,rsf,rafael,17,A,c,,,
Filler,1,61,61,,Filler2,rsf,rafael,17,A,c,,,
Motif de la non facturation à l'assurance maladie,1,62,62,,MONFAC,rsf,rafael,17,A,c,,,
Code Gd régime,2,63,64,,CDGR,rsf,rafael,17,A,c,,,
Rang de naissance,1,65,65,,RGNAIS,rsf,rafael,17,A,c,,,
Total Base Remboursement Prestation hospitalière,8,66,73,,TTBAPH,rsf,rafael,17,A,n,,,
Total remboursable AMO Prestation hospitalières,8,74,81,,TTAMOPH,rsf,rafael,17,A,n,,,
Total honoraire Facturé,8,82,89,,TTHONOR,rsf,rafael,17,A,n,,,
Total honoraire remboursable AM,8,90,97,,TTREMAM,rsf,rafael,17,A,n,,,
Total participation assuré avant OC,8,98,105,,TTPAOC,rsf,rafael,17,A,n,,,
Total remboursable OC pour les PH,8,106,113,,TTOCPH,rsf,rafael,17,A,n,,,
Total remboursable OC pour les honoraires,8,114,121,,TTOCHN,rsf,rafael,17,A,n,,,
Montant total facturé pour PH,8,122,129,,TTFACPH,rsf,rafael,17,A,n,,,
Filler,1,130,130,,Filler3,rsf,rafael,17,A,c,,,
Patient bénéficiaire de la CMU,1,131,131,,PABENCMU,rsf,rafael,17,A,c,,,
Valorisé par FIDES,1,132,132,,VALFIDES,rsf,rafael,17,A,c,,,
Code gestion,2,133,134,,CDGEST,rsf,rafael,17,A,c,,,
Filler,32,135,166,,Filler4,rsf,rafael,17,A,c,,,
N° d’organisme complémentaire,10,167,176,,CDCOMP,rsf,rafael,17,A,c,,,
Numéro accident du travail ou date d’accident de droit commun,9,177,185,,NUMACC,rsf,rafael,17,A,c,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,B,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,B,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,B,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,B,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,B,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,B,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,B,c,,,
Année des soins,4,34,37,,AASORT,rsf,rafael,17,B,i,,,
Mois des soins,2,38,39,,MMSORT,rsf,rafael,17,B,c,,,
Délai par rapport à la date d'entrée,5,40,44,,DELAI,rsf,rafael,17,B,c,,,
Mode de traitement,2,45,46,,MDTRT,rsf,rafael,17,B,c,,,
Discipline de prestation (ex DMT),3,47,49,,DISPRES,rsf,rafael,17,B,c,,,
Justification exo TM,1,50,50,,EXOTM,rsf,rafael,17,B,trim,,,
Spécialité exécutant,2,51,52,,SPECEX,rsf,rafael,17,B,trim,,,
Code acte,5,53,57,,CODACT,rsf,rafael,17,B,trim,,,
Quantité,3,58,60,,QUANT,rsf,rafael,17,B,i,,,
Coefficient,6,61,66,,COEFF,rsf,rafael,17,B,n,,,
Type de prestation intermédiaire,1,67,67,,TYPEPRESTINT,rsf,rafael,17,B,i,,,
Coefficient MCO,5,68,72,,COEFFMCO,rsf,rafael,17,B,n,,,
Dénombrement,2,73,74,,DENOMB,rsf,rafael,17,B,n,,,
Prix Unitaire,7,75,81,,PU,rsf,rafael,17,B,i,,,
Montant Base remboursement,8,82,89,,MTBREM,rsf,rafael,17,B,n,,,
Taux applicable à la prestation,3,90,92,,TAUX,rsf,rafael,17,B,n,,,
Montant Remboursable par la caisse (AMO),8,93,100,,MTREMAMO,rsf,rafael,17,B,n,,,
Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH,8,101,108,,MTHONOR,rsf,rafael,17,B,c,,,
Montant remboursable par l'organisme complémentaire (AMC),7,109,115,,MTREMAMC,rsf,rafael,17,B,c,,,
Filler,15,116,130,,Filler2,rsf,rafael,17,B,c,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,C,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,C,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,C,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,C,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,C,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,C,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,C,c,,,
Année des soins,4,34,37,,AASORT,rsf,rafael,17,C,c,,,
Mois des soins,2,38,39,,MMSORT,rsf,rafael,17,C,c,,,
Délai par rapport à la date d'entrée,5,40,44,,DELAI,rsf,rafael,17,C,i,,,
Mode de traitement,2,45,46,,MDTRT,rsf,rafael,17,C,c,,,
Discipline de prestation (ex DMT),3,47,49,,DISPRES,rsf,rafael,17,C,c,,,
Justification exo TM,1,50,50,,EXOTM,rsf,rafael,17,C,trim,,,
Spécialité exécutant,2,51,52,,SPECEX,rsf,rafael,17,C,trim,,,
Code acte,5,53,57,,CODACT,rsf,rafael,17,C,trim,,,
Quantité,3,58,60,,QUANT,rsf,rafael,17,C,i,,,
Coefficient,6,61,66,,COEFF,rsf,rafael,17,C,n,,,
Dénombrement,2,67,68,,DENOMB,rsf,rafael,17,C,i,,,
Prix Unitaire,7,69,75,,PU,rsf,rafael,17,C,n,,,
Montant Base remboursement,8,76,83,,MTBREM,rsf,rafael,17,C,n,,,
Taux applicable à la prestation,3,84,86,,TAUX,rsf,rafael,17,C,i,,,
Montant Remboursable par la caisse (AMO),8,87,94,,MTREMAMO,rsf,rafael,17,C,n,,,
Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH,8,95,102,,MTHONOR,rsf,rafael,17,C,n,,,
Montant remboursable par l'organisme complémentaire (AMC),7,103,109,,MTREMAMC,rsf,rafael,17,C,n,,,
Filler,11,110,120,,Filler2,rsf,rafael,17,C,c,,,
Type d’unité fonctionnelle de consultations (*),2,121,122,,TYUFC,rsf,rafael,17,C,c,,,
Coefficient MCO,5,123,127,,COEFFMCO,rsf,rafael,17,C,c,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,H,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,H,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,H,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,H,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,H,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,H,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,H,c,,,
Année de début de séjour,4,34,37,,AASORT,rsf,rafael,17,H,c,,,
Mois de début de séjour,2,38,39,,MMSORT,rsf,rafael,17,H,c,,,
Délai par rapport à la date d'entrée,5,40,44,,DELAI,rsf,rafael,17,H,i,,,
Code UCD,7,45,51,,CDUCD,rsf,rafael,17,H,c,,,
Coefficient de fractionnement,5,52,56,,COEFFRAC,rsf,rafael,17,H,i,,,
Prix d'achat unitaire TTC,7,57,63,,PU,rsf,rafael,17,H,n,,,
Montant unitaire de l'écart indemnisable,7,64,70,,MTUECART,rsf,rafael,17,H,n,,,
Montant total de l'écart indemnisable,7,71,77,,MTTECART,rsf,rafael,17,H,n,,,
Quantité,3,78,80,,QUANT,rsf,rafael,17,H,i,,,
Montant total facturé TTC,7,81,87,,MTTFAC,rsf,rafael,17,H,n,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,M,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,M,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,M,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,M,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,M,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,M,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,M,c,,,
Année de sortie,4,34,37,,AASORT,rsf,rafael,17,M,c,,,
Mois de sortie,2,38,39,,MMSORT,rsf,rafael,17,M,c,,,
Délai par rapport à la date d'entrée,5,40,44,,DELAI,rsf,rafael,17,M,i,,,
Mode de traitement,2,45,46,,MDTRT,rsf,rafael,17,M,c,,,
Discipline de prestation (ex DMT),3,47,49,,DISPRES,rsf,rafael,17,M,c,,,
Code CCAM,13,50,62,,CDCCAM,rsf,rafael,17,M,trim,,,
Extension documentaire,1,63,63,,EXTDOC,rsf,rafael,17,M,trim,,,
Activité,1,64,64,,ACTIV,rsf,rafael,17,M,trim,,,
Phase,1,65,65,,PHASE,rsf,rafael,17,M,trim,,,
Modificateur 1,1,66,66,,MODIF1,rsf,rafael,17,M,trim,,,
Modificateur 2,1,67,67,,MODIF2,rsf,rafael,17,M,trim,,,
Modificateur 3,1,68,68,,MODIF3,rsf,rafael,17,M,trim,,,
Modificateur 4,1,69,69,,MODIF4,rsf,rafael,17,M,trim,,,
Code association d'actes non prévue,1,70,70,,ASSNP,rsf,rafael,17,M,trim,,,
Code remboursement sous condition,1,71,71,,REMEX,rsf,rafael,17,M,trim,,,
N° dent 1,2,72,73,,DENT1,rsf,rafael,17,M,trim,,,
N° dent 2,2,74,75,,DENT2,rsf,rafael,17,M,trim,,,
N° dent 3,2,76,77,,DENT3,rsf,rafael,17,M,trim,,,
N° dent 4,2,78,79,,DENT4,rsf,rafael,17,M,trim,,,
N° dent 5,2,80,81,,DENT5,rsf,rafael,17,M,trim,,,
N° dent 6,2,82,83,,DENT6,rsf,rafael,17,M,trim,,,
N° dent 7,2,84,85,,DENT7,rsf,rafael,17,M,trim,,,
N° dent 8,2,86,87,,DENT8,rsf,rafael,17,M,trim,,,
N° dent 9,2,88,89,,DENT9,rsf,rafael,17,M,trim,,,
N° dent 10,2,90,91,,DENT10,rsf,rafael,17,M,trim,,,
N° dent 11,2,92,93,,DENT11,rsf,rafael,17,M,trim,,,
N° dent 12,2,94,95,,DENT12,rsf,rafael,17,M,trim,,,
N° dent 13,2,96,97,,DENT13,rsf,rafael,17,M,trim,,,
N° dent 14,2,98,99,,DENT14,rsf,rafael,17,M,trim,,,
N° dent 15,2,100,101,,DENT15,rsf,rafael,17,M,trim,,,
N° dent 16,2,102,103,,DENT16,rsf,rafael,17,M,trim,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,L,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,L,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,L,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,L,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,L,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,L,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,L,c,,,
Rang de bénéficiaire,3,34,36,,RANGB,rsf,rafael,17,L,c,,,
Mode de traitement,2,37,38,,MDTRT,rsf,rafael,17,L,c,,,
Discipline de prestation (ex DMT),3,39,41,,DISPRES,rsf,rafael,17,L,c,,,
Mois et année de l'acte 1,6,42,47,,MAACT1,rsf,rafael,17,L,c,,,
Acte 1 : délai par rapport à la date d'entrée,5,48,52,,DELAI1,rsf,rafael,17,L,i,,,
Quantité acte 1,2,53,54,,QTEACT1,rsf,rafael,17,L,i,,,
Code acte 1,8,55,62,,CODACT1,rsf,rafael,17,L,c,,,
Mois et année de l'acte 2,6,63,68,,MAACT2,rsf,rafael,17,L,c,,,
Acte 2 : délai par rapport à la date d'entrée,5,69,73,,DELAI2,rsf,rafael,17,L,i,,,
Quantité acte 2,2,74,75,,QTEACT2,rsf,rafael,17,L,i,,,
Code acte 2,8,76,83,,CODACT2,rsf,rafael,17,L,c,,,
Mois et année de l'acte 3,6,84,89,,MAACT3,rsf,rafael,17,L,c,,,
Acte 3 : délai par rapport à la date d'entrée,5,90,94,,DELAI3,rsf,rafael,17,L,i,,,
Quantité acte 3,2,95,96,,QTEACT3,rsf,rafael,17,L,i,,,
Code acte 3,8,97,104,,CODACT3,rsf,rafael,17,L,c,,,
Mois et année de l'acte 4,6,105,110,,MAACT4,rsf,rafael,17,L,c,,,
Acte 4 : délai par rapport à la date d'entrée,5,111,115,,DELAI4,rsf,rafael,17,L,i,,,
Quantité acte 4,2,116,117,,QTEACT4,rsf,rafael,17,L,i,,,
Code acte 4,8,118,125,,CODACT4,rsf,rafael,17,L,c,,,
Mois et année de l'acte 5,6,126,131,,MAACT5,rsf,rafael,17,L,c,,,
Acte 5 : délai par rapport à la date d'entrée,5,132,136,,DELAI5,rsf,rafael,17,L,i,,,
Quantité acte 5,2,137,138,,QTEACT5,rsf,rafael,17,L,i,,,
Code acte 5,8,139,146,,CODACT5,rsf,rafael,17,L,c,,,
N° séquentiel,8,1,8,,NUMSEQ,rsf,rafael,17,P,c,,,
Filler,2,9,10,,Filler,rsf,rafael,17,P,c,,,
Type d'enregistrement,1,11,11,,TYENR,rsf,rafael,17,P,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,12,12,,TYPFORM,rsf,rafael,17,P,c,,,
N° Facture séquentiel,3,13,15,,NFAQSEQ,rsf,rafael,17,P,c,,,
Numéro FINESS e-PMSI,9,16,24,,NOFINESS,rsf,rafael,17,P,c,,,
Numéro FINESS géographique,9,25,33,,NOFINESSGEO,rsf,rafael,17,P,c,,,
Année de début de séjour,4,34,37,,AADEB,rsf,rafael,17,P,c,,,
Mois de début de séjour,2,38,39,,MMDEB,rsf,rafael,17,P,c,,,
Délai par rapport à la date d'entrée,5,40,44,,DELAI,rsf,rafael,17,P,i,,,
Code référence LPP,13,45,57,,REFLPP,rsf,rafael,17,P,trim,,,
Quantité,2,58,59,,QUANT,rsf,rafael,17,P,i,,,
Tarif référence LPP ou Prix Unitaire sur devis,7,60,66,,TARIF,rsf,rafael,17,P,n,,,
Montant total facturé,7,67,73,,MTTFAC,rsf,rafael,17,P,n,,,
Prix d'achat unitaire,7,74,80,,PU,rsf,rafael,17,P,n,,,
Montant unitaire de l'écart indemnisable,7,81,87,,MTUECART,rsf,rafael,17,P,n,,,
Montant total de l'écart indemnisable,7,88,94,,MTTECART,rsf,rafael,17,P,n,,,
N° FINESS,9,1,9,c,NOFINESS,rsf,rafael_ano,17,,,,,
Code retour contrôle « n° sécurité sociale »,1,10,10,c,CRNOSEC,rsf,rafael_ano,17,,,,,
Code retour contrôle « date de naissance »,1,11,11,c,CRDNAIS,rsf,rafael_ano,17,,,,,
Code retour contrôle « sexe »,1,12,12,c,CRSEXE,rsf,rafael_ano,17,,,,,
Code retour contrôle « n° d’identification administratif de séjour,1,13,13,c,CRNAS,rsf,rafael_ano,17,,,,,
Code retour contrôle « date de référence» (date d’entrée),1,14,14,c,CRDENTR,rsf,rafael_ano,17,,,,,
N° Anonyme du patient,17,15,31,c,NOANON,rsf,rafael_ano,17,,,,,
N° de séjour,5,32,36,i,NOSEJ,rsf,rafael_ano,17,,,,,
N° séquentiel,8,37,44,c,NUMSEQ,rsf,rafael_ano,17,,,,,
N° Anonyme individuel du patient,17,45,61,c,NOANONIND,rsf,rafael_ano,17,,,,,
Date d'entree,8,62,69,c,DTENT,rsf,rafael_ano,17,,,,,
Date de sortie,8,70,77,c,DTSORT,rsf,rafael_ano,17,,,,,
Rang du bénéficiaire,3,78,80,c,RGBEN,rsf,rafael_ano,17,,,,,
Rang de naissance,1,81,81,c,RBNAIS,rsf,rafael_ano,17,,,,,
N° FINESS émetteur,9,1,9,,NOFINESSE,rsf,rafael-maj,17,A,c,,,
N° séquentiel LAMDA,9,10,18,,NOLAMDA,rsf,rafael-maj,17,A,c,,,
N° séquentiel,8,19,26,,NUMSEQ,rsf,rafael-maj,17,A,c,,,
Type d'enregistrement,1,27,27,,TYENR,rsf,rafael-maj,17,A,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,28,28,,TYPFORM,rsf,rafael-maj,17,A,c,,,
N° Facture séquentiel,3,29,31,,NFAQSEQ,rsf,rafael-maj,17,A,c,,,
Année de sortie,4,32,35,,AASORT,rsf,rafael-maj,17,A,c,,,
Mois de sortie,2,36,37,,MMSORT,rsf,rafael-maj,17,A,c,,,
Numéro FINESS e-PMSI,9,38,46,,NOFINESS,rsf,rafael-maj,17,A,c,,,
Numéro FINESS géographique,9,47,55,,NOFINESSGEO,rsf,rafael-maj,17,A,c,,,
AGE,3,56,58,,AGE,rsf,rafael-maj,17,A,i,,,
Sexe,1,59,59,,SEXE,rsf,rafael-maj,17,A,c,,,
Code géographique de résidence,5,60,64,,CDRESID,rsf,rafael-maj,17,A,c,,,
Code civilité,1,65,65,,CIVIL,rsf,rafael-maj,17,A,c,,,
Rang du bénéficiaire,3,66,68,,RGBEN,rsf,rafael-maj,17,A,c,,,
Indicateur du parcours de soins,1,69,69,,INDPS,rsf,rafael-maj,17,A,c,,,
Nature opération,1,70,70,,NATOP,rsf,rafael-maj,17,A,c,,,
Nature assurance,2,71,72,,NATASS,rsf,rafael-maj,17,A,c,,,
Justification d'exonération du TM,1,73,73,,EXOTM,rsf,rafael-maj,17,A,c,,,
Séjour facturable à l’assurance maladie,1,74,74,,SFACAM,rsf,rafael-maj,17,A,c,,,
Motif de la non facturation à l'assurance maladie,1,75,75,,MONFAC,rsf,rafael-maj,17,A,c,,,
Code Gd régime,2,76,77,,CDGR,rsf,rafael-maj,17,A,c,,,
Rang de naissance,1,78,78,,RGNAIS,rsf,rafael-maj,17,A,c,,,
Total Base Remboursement Prestation hospitalière,8,79,86,,TTBAPH,rsf,rafael-maj,17,A,n,,,
Total remboursable AMO Prestation hospitalières,8,87,94,,TTAMOPH,rsf,rafael-maj,17,A,n,,,
Total honoraire Facturé,8,95,102,,TTHONOR,rsf,rafael-maj,17,A,n,,,
Total honoraire remboursable AM,8,103,110,,TTREMAM,rsf,rafael-maj,17,A,n,,,
Total participation assuré avant OC,8,111,118,,TTPAOC,rsf,rafael-maj,17,A,n,,,
Total remboursable OC pour les PH,8,119,126,,TTOCPH,rsf,rafael-maj,17,A,n,,,
Total remboursable OC pour les honoraires,8,127,134,,TTOCHN,rsf,rafael-maj,17,A,n,,,
Montant total facturé pour PH,8,135,142,,TTFACPH,rsf,rafael-maj,17,A,n,,,
Patient bénéficiaire de la CMU,1,143,143,,PABENCMU,rsf,rafael-maj,17,A,c,,,
Valorisé par FIDES,1,144,144,,VALFIDES,rsf,rafael-maj,17,A,c,,,
Code gestion,2,145,146,,CDGEST,rsf,rafael-maj,17,A,c,,,
N° d’organisme complémentaire,10,147,156,,CDCOMP,rsf,rafael-maj,17,A,c,,,
Numéro accident du travail ou date d’accident de droit commun,9,157,165,,NUMACC,rsf,rafael-maj,17,A,c,,,
N° FINESS émetteur,9,1,9,,NOFINESSE,rsf,rafael-maj,17,C,c,,,
N° séquentiel LAMDA,9,10,18,,NOLAMDA,rsf,rafael-maj,17,C,c,,,
N° séquentiel,8,19,26,,NUMSEQ,rsf,rafael-maj,17,C,c,,,
Type d'enregistrement,1,27,27,,TYENR,rsf,rafael-maj,17,C,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,28,28,,TYPFORM,rsf,rafael-maj,17,C,c,,,
N° Facture séquentiel,3,29,31,,NFAQSEQ,rsf,rafael-maj,17,C,c,,,
Année des soins,4,32,35,,AASORT,rsf,rafael-maj,17,C,c,,,
Mois des soins,2,36,37,,MMSORT,rsf,rafael-maj,17,C,c,,,
Délai par rapport à la date d'entrée,5,38,42,,DELAI,rsf,rafael-maj,17,C,i,,,
Numéro FINESS e-PMSI,9,43,51,,NOFINESS,rsf,rafael-maj,17,C,c,,,
Numéro FINESS géographique,9,52,60,,NOFINESSGEO,rsf,rafael-maj,17,C,c,,,
Mode de traitement,2,61,62,,MDTRT,rsf,rafael-maj,17,C,c,,,
Discipline de prestation (ex DMT),3,63,65,,DISPRES,rsf,rafael-maj,17,C,c,,,
Justification exo TM,1,66,66,,EXOTM,rsf,rafael-maj,17,C,trim,,,
Spécialité exécutant,2,67,68,,SPECEX,rsf,rafael-maj,17,C,trim,,,
Code acte,5,69,73,,CODACT,rsf,rafael-maj,17,C,trim,,,
Quantité,3,74,76,,QUANT,rsf,rafael-maj,17,C,i,,,
Coefficient,6,77,82,,COEFF,rsf,rafael-maj,17,C,n,,,
Dénombrement,2,83,84,,DENOMB,rsf,rafael-maj,17,C,i,,,
Prix Unitaire,7,85,91,,PU,rsf,rafael-maj,17,C,n,,,
Montant Base remboursement,8,92,99,,MTBREM,rsf,rafael-maj,17,C,n,,,
Taux applicable à la prestation,3,100,102,,TAUX,rsf,rafael-maj,17,C,i,,,
Montant Remboursable par la caisse (AMO),8,103,110,,MTREMAMO,rsf,rafael-maj,17,C,n,,,
Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH,8,111,118,,MTHONOR,rsf,rafael-maj,17,C,n,,,
Montant remboursable par l'organisme complémentaire (AMC),7,119,125,,MTREMAMC,rsf,rafael-maj,17,C,n,,,
Type d’unité fonctionnelle de consultations,2,126,127,,TYUFC,rsf,rafael-maj,17,C,c,,,
Coefficient MCO (1+4),5,128,132,,COEFFMCO,rsf,rafael-maj,17,C,c,,,
N° FINESS émetteur,9,1,9,,NOFINESSE,rsf,rafael-maj,17,M,c,,,
N° séquentiel LAMDA,9,10,18,,NOLAMDA,rsf,rafael-maj,17,M,c,,,
N° séquentiel,8,19,26,,NUMSEQ,rsf,rafael-maj,17,M,c,,,
Type d'enregistrement,1,27,27,,TYENR,rsf,rafael-maj,17,M,c,,,
"Type de format RSF (1 : ancien, 2 : nouveau)",1,28,28,,TYPFORM,rsf,rafael-maj,17,M,c,,,
N° Facture séquentiel,3,29,31,,NFAQSEQ,rsf,rafael-maj,17,M,c,,,
Année de sortie,4,32,35,,AASORT,rsf,rafael-maj,17,M,c,,,
Mois de sortie,2,36,37,,MMSORT,rsf,rafael-maj,17,M,c,,,
Délai par rapport à la date d'entrée,5,38,42,,DELAI,rsf,rafael-maj,17,M,i,,,
Numéro FINESS e-PMSI,9,43,51,,NOFINESS,rsf,rafael-maj,17,M,c,,,
Numéro FINESS géographique,9,52,60,,NOFINESSGEO,rsf,rafael-maj,17,M,c,,,
Mode de traitement,2,61,62,,MDTRT,rsf,rafael-maj,17,M,c,,,
Discipline de prestation (ex DMT),3,63,65,,DISPRES,rsf,rafael-maj,17,M,c,,,
Code CCAM,13,66,78,,CDCCAM,rsf,rafael-maj,17,M,trim,,,
Extension documentaire,1,79,79,,EXTDOC,rsf,rafael-maj,17,M,trim,,,
Activité,1,80,80,,ACTIV,rsf,rafael-maj,17,M,trim,,,
Phase,1,81,81,,PHASE,rsf,rafael-maj,17,M,trim,,,
Modificateur 1,1,82,82,,MODIF1,rsf,rafael-maj,17,M,trim,,,
Modificateur 2,1,83,83,,MODIF2,rsf,rafael-maj,17,M,trim,,,
Modificateur 3,1,84,84,,MODIF3,rsf,rafael-maj,17,M,trim,,,
Modificateur 4,1,85,85,,MODIF4,rsf,rafael-maj,17,M,trim,,,
Code association d'actes non prévue,1,86,86,,ASSNP,rsf,rafael-maj,17,M,trim,,,
Code remboursement sous condition,1,87,87,,REMEX,rsf,rafael-maj,17,M,trim,,,
N° dent 1,2,88,89,,DENT1,rsf,rafael-maj,17,M,trim,,,
N° dent 2,2,90,91,,DENT2,rsf,rafael-maj,17,M,trim,,,
N° dent 3,2,92,93,,DENT3,rsf,rafael-maj,17,M,trim,,,
N° dent 4,2,94,95,,DENT4,rsf,rafael-maj,17,M,trim,,,
N° dent 5,2,96,97,,DENT5,rsf,rafael-maj,17,M,trim,,,
N° dent 6,2,98,99,,DENT6,rsf,rafael-maj,17,M,trim,,,
N° dent 7,2,100,101,,DENT7,rsf,rafael-maj,17,M,trim,,,
N° dent 8,2,102,103,,DENT8,rsf,rafael-maj,17,M,trim,,,
N° dent 9,2,104,105,,DENT9,rsf,rafael-maj,17,M,trim,,,
N° dent 10,2,106,107,,DENT10,rsf,rafael-maj,17,M,trim,,,
N° dent 11,2,108,109,,DENT11,rsf,rafael-maj,17,M,trim,,,
N° dent 12,2,110,111,,DENT12,rsf,rafael-maj,17,M,trim,,,
N° dent 13,2,112,113,,DENT13,rsf,rafael-maj,17,M,trim,,,
N° dent 14,2,114,115,,DENT14,rsf,rafael-maj,17,M,trim,,,
N° dent 15,2,116,117,,DENT15,rsf,rafael-maj,17,M,trim,,,
N° dent 16,2,118,119,,DENT16,rsf,rafael-maj,17,M,trim,,,
N° FINESS émetteur,9,1,9,,NOFINESSE,rsf,rafael-maj,17,P,c,,,
